用户ID,肤质,R值,F值,M值,R评分,F评分,M评分,综合得分,用户分类
U00003339,油性/混油,9,4,3010.36,5,4,5,4.7,核心价值用户
U00003340,中性,2,3,2185.9,5,4,5,4.7,核心价值用户
U00003341,敏感肌,18,2,852.46,5,3,4,4.0,核心价值用户
U00003342,油性/混油,299,2,1897.0,1,3,5,3.2,潜力发展用户
U00003343,敏感肌,160,1,1107.4,2,2,4,2.8,高价值沉睡用户
U00003344,敏感肌,278,1,269.0,1,2,2,1.7,低价值/流失用户
U00003345,油性/混油,6,5,4633.0,5,5,5,5.0,核心价值用户
U00003347,敏感肌,105,3,1646.44,2,4,5,3.8,潜力发展用户
U00003348,中性,1,3,1574.0,5,4,5,4.7,核心价值用户
U00003349,干性/混干,37,4,1721.0,4,4,5,4.4,核心价值用户
U00003350,干性/混干,17,1,822.8,5,2,4,3.7,潜力发展用户
U00003351,敏感肌,98,3,1304.16,2,4,4,3.4,潜力发展用户
U00003352,敏感肌,323,1,289.0,1,2,2,1.7,低价值/流失用户
U00003353,敏感肌,56,2,897.0,4,3,4,3.6999999999999997,潜力发展用户
U00003354,油性/混油,53,2,3482.0,4,3,5,4.1,核心价值用户
U00003355,干性/混干,96,3,1456.0,2,4,4,3.4,潜力发展用户
U00003356,敏感肌,129,3,2487.5699999999997,2,4,5,3.8,潜力发展用户
U00003357,干性/混干,14,6,2826.13,5,5,5,5.0,核心价值用户
U00003358,干性/混干,102,5,4388.0,2,5,5,4.1,核心价值用户
U00003359,敏感肌,7,4,2662.84,5,4,5,4.7,核心价值用户
U00003360,敏感肌,202,3,2503.0,1,4,5,3.5,潜力发展用户
U00003361,敏感肌,9,2,2094.0,5,3,5,4.4,核心价值用户
U00003362,干性/混干,39,5,2903.04,4,5,5,4.7,核心价值用户
U00003363,油性/混油,77,3,1055.0,3,4,4,3.6999999999999997,潜力发展用户
U00003364,中性,38,2,1362.54,4,3,4,3.6999999999999997,潜力发展用户
U00003365,中性,84,4,5262.0,3,4,5,4.1,核心价值用户
U00003366,中性,131,2,1832.0,2,3,5,3.5,潜力发展用户
U00003367,敏感肌,15,3,1865.43,5,4,5,4.7,核心价值用户
U00003368,敏感肌,139,4,1319.53,2,4,4,3.4,潜力发展用户
U00003369,中性,131,2,3441.1800000000003,2,3,5,3.5,潜力发展用户
U00003370,油性/混油,59,3,426.0,4,4,3,3.6,潜力发展用户
U00003371,油性/混油,134,1,728.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003372,中性,128,4,1951.05,2,4,5,3.8,潜力发展用户
U00003373,油性/混油,178,1,153.08,2,2,1,1.6,低价值/流失用户
U00003374,中性,123,3,2895.46,2,4,5,3.8,潜力发展用户
U00003375,敏感肌,276,1,289.0,1,2,2,1.7,低价值/流失用户
U00003377,油性/混油,79,2,488.0,3,3,3,3.0,潜力发展用户
U00003378,干性/混干,296,1,318.0,1,2,2,1.7,低价值/流失用户
U00003379,干性/混干,128,5,3533.39,2,5,5,4.1,核心价值用户
U00003380,敏感肌,358,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00003381,中性,26,6,4057.0,5,5,5,5.0,核心价值用户
U00003382,敏感肌,129,7,3807.0,2,5,5,4.1,核心价值用户
U00003383,油性/混油,75,3,2011.0,3,4,5,4.1,核心价值用户
U00003384,干性/混干,15,2,1788.28,5,3,5,4.4,核心价值用户
U00003385,油性/混油,81,4,4815.1,3,4,5,4.1,核心价值用户
U00003386,中性,349,1,1113.94,1,2,4,2.5,高价值沉睡用户
U00003387,敏感肌,129,3,3021.0,2,4,5,3.8,潜力发展用户
U00003388,油性/混油,8,4,2022.0,5,4,5,4.7,核心价值用户
U00003389,干性/混干,130,3,1793.0,2,4,5,3.8,潜力发展用户
U00003390,干性/混干,119,1,538.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003391,油性/混油,3,1,1453.87,5,2,4,3.7,潜力发展用户
U00003392,中性,8,5,3161.66,5,5,5,5.0,核心价值用户
U00003393,油性/混油,133,1,1176.95,2,2,4,2.8,高价值沉睡用户
U00003394,干性/混干,19,2,496.0,5,3,3,3.6,潜力发展用户
U00003395,油性/混油,47,2,1362.0,4,3,4,3.6999999999999997,潜力发展用户
U00003396,中性,41,4,1440.0,4,4,4,4.0,核心价值用户
U00003397,敏感肌,206,2,1475.0,1,3,4,2.8,高价值沉睡用户
U00003398,中性,79,2,1666.0,3,3,5,3.8,潜力发展用户
U00003399,油性/混油,43,5,6742.0,4,5,5,4.7,核心价值用户
U00003400,干性/混干,115,4,3106.03,2,4,5,3.8,潜力发展用户
U00003401,油性/混油,28,4,2375.58,5,4,5,4.7,核心价值用户
U00003402,干性/混干,135,4,1452.0,2,4,4,3.4,潜力发展用户
U00003403,干性/混干,19,4,3485.82,5,4,5,4.7,核心价值用户
U00003404,油性/混油,130,2,798.0,2,3,3,2.7,高价值沉睡用户
U00003405,敏感肌,142,1,519.8,2,2,3,2.4000000000000004,高价值沉睡用户
U00003407,敏感肌,22,4,2082.0,5,4,5,4.7,核心价值用户
U00003408,敏感肌,35,4,4086.36,4,4,5,4.4,核心价值用户
U00003409,油性/混油,103,1,717.0699999999999,2,2,3,2.4000000000000004,高价值沉睡用户
U00003410,敏感肌,53,4,4837.49,4,4,5,4.4,核心价值用户
U00003411,干性/混干,105,1,567.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003412,油性/混油,16,3,1696.92,5,4,5,4.7,核心价值用户
U00003413,敏感肌,277,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00003414,敏感肌,61,1,429.0,3,2,3,2.7,高价值沉睡用户
U00003415,敏感肌,129,2,901.13,2,3,4,3.1,潜力发展用户
U00003417,敏感肌,38,2,557.0,4,3,3,3.3,潜力发展用户
U00003418,油性/混油,19,3,2256.38,5,4,5,4.7,核心价值用户
U00003419,油性/混油,79,2,1494.0,3,3,4,3.4,潜力发展用户
U00003420,油性/混油,288,2,1793.44,1,3,5,3.2,潜力发展用户
U00003422,油性/混油,12,2,850.64,5,3,4,4.0,核心价值用户
U00003423,敏感肌,303,3,2114.0,1,4,5,3.5,潜力发展用户
U00003424,干性/混干,133,4,4119.88,2,4,5,3.8,潜力发展用户
U00003425,中性,51,3,2585.81,4,4,5,4.4,核心价值用户
U00003426,敏感肌,98,3,696.0,2,4,3,3.0,潜力发展用户
U00003428,中性,85,3,2747.24,3,4,5,4.1,核心价值用户
U00003429,中性,21,5,3930.43,5,5,5,5.0,核心价值用户
U00003430,干性/混干,117,3,1821.0,2,4,5,3.8,潜力发展用户
U00003431,油性/混油,42,2,2081.7,4,3,5,4.1,核心价值用户
U00003432,油性/混油,107,3,1663.0,2,4,5,3.8,潜力发展用户
U00003433,中性,78,1,1127.0,3,2,4,3.1,潜力发展用户
U00003434,油性/混油,39,2,1094.54,4,3,4,3.6999999999999997,潜力发展用户
U00003435,干性/混干,166,2,1488.0,2,3,4,3.1,潜力发展用户
U00003436,油性/混油,56,3,1629.23,4,4,5,4.4,核心价值用户
U00003438,敏感肌,29,2,1595.05,5,3,5,4.4,核心价值用户
U00003439,中性,91,4,3450.07,2,4,5,3.8,潜力发展用户
U00003440,干性/混干,6,3,3330.0,5,4,5,4.7,核心价值用户
U00003443,油性/混油,103,6,3128.17,2,5,5,4.1,核心价值用户
U00003444,中性,36,4,4259.0,4,4,5,4.4,核心价值用户
U00003445,油性/混油,144,1,457.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003446,油性/混油,177,1,459.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003447,油性/混油,128,4,2482.0,2,4,5,3.8,潜力发展用户
U00003448,敏感肌,236,1,1116.0,1,2,4,2.5,高价值沉睡用户
U00003450,干性/混干,105,4,2170.2200000000003,2,4,5,3.8,潜力发展用户
U00003451,油性/混油,3,6,4297.0,5,5,5,5.0,核心价值用户
U00003452,油性/混油,110,2,1806.0,2,3,5,3.5,潜力发展用户
U00003453,油性/混油,16,3,2613.0,5,4,5,4.7,核心价值用户
U00003454,干性/混干,119,3,1027.0,2,4,4,3.4,潜力发展用户
U00003455,敏感肌,106,2,616.0,2,3,3,2.7,高价值沉睡用户
U00003456,敏感肌,91,1,1764.0,2,2,5,3.2,潜力发展用户
U00003457,敏感肌,137,1,79.0,2,2,1,1.6,低价值/流失用户
U00003458,敏感肌,194,1,159.0,1,2,1,1.2999999999999998,低价值/流失用户
U00003459,敏感肌,131,4,1743.03,2,4,5,3.8,潜力发展用户
U00003461,干性/混干,134,1,457.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003462,敏感肌,100,3,1824.0,2,4,5,3.8,潜力发展用户
U00003463,敏感肌,226,2,448.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00003464,敏感肌,107,1,1618.0,2,2,5,3.2,潜力发展用户
U00003465,油性/混油,130,1,189.0,2,2,1,1.6,低价值/流失用户
U00003466,敏感肌,53,2,747.82,4,3,3,3.3,潜力发展用户
U00003468,干性/混干,358,1,1315.24,1,2,4,2.5,高价值沉睡用户
U00003469,油性/混油,44,2,1014.0,4,3,4,3.6999999999999997,潜力发展用户
U00003470,油性/混油,40,4,2652.0,4,4,5,4.4,核心价值用户
U00003471,敏感肌,100,1,1224.0,2,2,4,2.8,高价值沉睡用户
U00003472,干性/混干,103,2,1873.0,2,3,5,3.5,潜力发展用户
U00003473,干性/混干,16,3,1005.0,5,4,4,4.300000000000001,核心价值用户
U00003474,敏感肌,21,3,3237.84,5,4,5,4.7,核心价值用户
U00003475,油性/混油,130,4,2763.62,2,4,5,3.8,潜力发展用户
U00003476,敏感肌,40,3,1057.0,4,4,4,4.0,核心价值用户
U00003477,敏感肌,19,2,1172.06,5,3,4,4.0,核心价值用户
U00003478,干性/混干,48,4,2869.0,4,4,5,4.4,核心价值用户
U00003479,干性/混干,46,2,1165.0,4,3,4,3.6999999999999997,潜力发展用户
U00003480,中性,43,3,2380.0,4,4,5,4.4,核心价值用户
U00003482,中性,135,2,287.0,2,3,2,2.3,高价值沉睡用户
U00003483,油性/混油,83,3,1623.0,3,4,5,4.1,核心价值用户
U00003484,敏感肌,226,2,737.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00003485,油性/混油,134,3,2272.0,2,4,5,3.8,潜力发展用户
U00003487,敏感肌,44,6,3674.41,4,5,5,4.7,核心价值用户
U00003488,敏感肌,1,5,1622.72,5,5,5,5.0,核心价值用户
U00003489,油性/混油,290,1,1347.0,1,2,4,2.5,高价值沉睡用户
U00003490,油性/混油,11,2,636.0,5,3,3,3.6,潜力发展用户
U00003491,油性/混油,222,2,717.97,1,3,3,2.4000000000000004,高价值沉睡用户
U00003492,敏感肌,22,4,1276.21,5,4,4,4.300000000000001,核心价值用户
U00003493,敏感肌,56,5,3637.0,4,5,5,4.7,核心价值用户
U00003494,油性/混油,129,1,477.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003495,油性/混油,56,3,2181.16,4,4,5,4.4,核心价值用户
U00003496,油性/混油,61,3,2750.0,3,4,5,4.1,核心价值用户
U00003497,干性/混干,185,1,429.0,1,2,3,2.1,高价值沉睡用户
U00003498,干性/混干,86,4,2361.42,3,4,5,4.1,核心价值用户
U00003499,敏感肌,46,1,618.0,4,2,3,3.0,潜力发展用户
U00003500,敏感肌,43,1,1453.3,4,2,4,3.4,潜力发展用户
U00003502,中性,132,3,937.0,2,4,4,3.4,潜力发展用户
U00003503,干性/混干,291,2,1473.0,1,3,4,2.8,高价值沉睡用户
U00003504,敏感肌,65,4,3062.0,3,4,5,4.1,核心价值用户
U00003505,敏感肌,280,1,1145.99,1,2,4,2.5,高价值沉睡用户
U00003506,敏感肌,11,2,2640.12,5,3,5,4.4,核心价值用户
U00003507,敏感肌,151,2,1895.0,2,3,5,3.5,潜力发展用户
U00003508,干性/混干,109,3,4130.0,2,4,5,3.8,潜力发展用户
U00003509,敏感肌,20,2,507.0,5,3,3,3.6,潜力发展用户
U00003510,油性/混油,95,2,1374.0,2,3,4,3.1,潜力发展用户
U00003511,敏感肌,73,1,1146.0,3,2,4,3.1,潜力发展用户
U00003512,敏感肌,102,4,4203.0,2,4,5,3.8,潜力发展用户
U00003513,中性,112,6,3617.26,2,5,5,4.1,核心价值用户
U00003514,油性/混油,109,2,1746.0,2,3,5,3.5,潜力发展用户
U00003515,油性/混油,134,1,396.0,2,2,2,2.0,高价值沉睡用户
U00003516,干性/混干,140,2,318.0,2,3,2,2.3,高价值沉睡用户
U00003517,敏感肌,75,1,1315.0,3,2,4,3.1,潜力发展用户
U00003518,干性/混干,183,2,1836.0,1,3,5,3.2,潜力发展用户
U00003519,中性,232,4,2802.0,1,4,5,3.5,潜力发展用户
U00003520,敏感肌,91,3,2953.37,2,4,5,3.8,潜力发展用户
U00003521,油性/混油,290,1,506.0,1,2,3,2.1,高价值沉睡用户
U00003522,干性/混干,90,1,1287.0,3,2,4,3.1,潜力发展用户
U00003523,油性/混油,363,1,459.0,1,2,3,2.1,高价值沉睡用户
U00003524,油性/混油,97,1,335.55,2,2,2,2.0,高价值沉睡用户
U00003525,敏感肌,52,2,2092.0,4,3,5,4.1,核心价值用户
U00003526,油性/混油,46,3,579.63,4,4,3,3.6,潜力发展用户
U00003527,中性,128,2,2734.0,2,3,5,3.5,潜力发展用户
U00003528,敏感肌,63,2,2941.0,3,3,5,3.8,潜力发展用户
U00003529,敏感肌,22,2,558.0,5,3,3,3.6,潜力发展用户
U00003530,油性/混油,78,4,3437.0,3,4,5,4.1,核心价值用户
U00003532,油性/混油,135,2,1048.0,2,3,4,3.1,潜力发展用户
U00003533,干性/混干,97,5,3498.0,2,5,5,4.1,核心价值用户
U00003536,敏感肌,87,1,358.0,3,2,2,2.3,高价值沉睡用户
U00003537,干性/混干,13,2,1176.0,5,3,4,4.0,核心价值用户
U00003538,油性/混油,20,6,3465.0,5,5,5,5.0,核心价值用户
U00003539,油性/混油,57,4,3858.5,4,4,5,4.4,核心价值用户
U00003540,油性/混油,123,2,357.0,2,3,2,2.3,高价值沉睡用户
U00003541,敏感肌,13,2,1635.0,5,3,5,4.4,核心价值用户
U00003542,中性,9,3,1825.0,5,4,5,4.7,核心价值用户
U00003543,油性/混油,10,3,1413.08,5,4,4,4.300000000000001,核心价值用户
U00003544,中性,54,3,1286.0,4,4,4,4.0,核心价值用户
U00003545,敏感肌,39,4,2958.0,4,4,5,4.4,核心价值用户
U00003546,中性,11,2,1603.0,5,3,5,4.4,核心价值用户
U00003547,敏感肌,20,6,4072.87,5,5,5,5.0,核心价值用户
U00003548,油性/混油,12,2,578.0,5,3,3,3.6,潜力发展用户
U00003550,干性/混干,45,5,3962.12,4,5,5,4.7,核心价值用户
U00003551,干性/混干,137,1,960.42,2,2,4,2.8,高价值沉睡用户
U00003552,油性/混油,45,3,1461.3799999999999,4,4,4,4.0,核心价值用户
U00003553,干性/混干,59,2,1841.0900000000001,4,3,5,4.1,核心价值用户
U00003554,敏感肌,42,3,2542.0,4,4,5,4.4,核心价值用户
U00003555,敏感肌,34,2,357.0,4,3,2,2.8999999999999995,高价值沉睡用户
U00003556,干性/混干,285,2,538.0,1,3,3,2.4000000000000004,高价值沉睡用户
U00003557,敏感肌,137,1,309.0,2,2,2,2.0,高价值沉睡用户
U00003558,中性,3,6,3845.0,5,5,5,5.0,核心价值用户
U00003559,中性,271,3,2082.0,1,4,5,3.5,潜力发展用户
U00003560,中性,53,2,1807.08,4,3,5,4.1,核心价值用户
U00003561,油性/混油,321,1,1385.0,1,2,4,2.5,高价值沉睡用户
U00003562,油性/混油,133,1,289.0,2,2,2,2.0,高价值沉睡用户
U00003563,中性,214,1,309.0,1,2,2,1.7,低价值/流失用户
U00003564,干性/混干,45,3,1805.84,4,4,5,4.4,核心价值用户
U00003566,中性,141,4,3276.65,2,4,5,3.8,潜力发展用户
U00003567,油性/混油,40,2,657.0,4,3,3,3.3,潜力发展用户
U00003568,敏感肌,10,3,710.89,5,4,3,3.9000000000000004,潜力发展用户
U00003569,油性/混油,140,2,925.0,2,3,4,3.1,潜力发展用户
U00003570,敏感肌,41,5,3738.0,4,5,5,4.7,核心价值用户
U00003571,油性/混油,19,2,919.54,5,3,4,4.0,核心价值用户
U00003572,干性/混干,167,3,1516.0,2,4,5,3.8,潜力发展用户
U00003573,干性/混干,138,2,2463.0,2,3,5,3.5,潜力发展用户
U00003574,干性/混干,54,2,344.36,4,3,2,2.8999999999999995,高价值沉睡用户
U00003577,油性/混油,327,2,936.0,1,3,4,2.8,高价值沉睡用户
U00003578,敏感肌,18,4,2024.0,5,4,5,4.7,核心价值用户
U00003579,敏感肌,138,2,336.63,2,3,2,2.3,高价值沉睡用户
U00003580,敏感肌,59,2,2949.0,4,3,5,4.1,核心价值用户
U00003581,油性/混油,137,2,893.89,2,3,4,3.1,潜力发展用户
U00003582,干性/混干,157,1,809.0,2,2,4,2.8,高价值沉睡用户
U00003584,干性/混干,110,3,4004.2400000000002,2,4,5,3.8,潜力发展用户
U00003586,干性/混干,46,2,954.63,4,3,4,3.6999999999999997,潜力发展用户
U00003587,敏感肌,282,1,1603.0,1,2,5,2.9,高价值沉睡用户
U00003588,干性/混干,108,1,1112.31,2,2,4,2.8,高价值沉睡用户
U00003589,干性/混干,120,1,237.0,2,2,2,2.0,高价值沉睡用户
U00003591,敏感肌,130,2,1634.0,2,3,5,3.5,潜力发展用户
U00003592,干性/混干,102,2,1852.76,2,3,5,3.5,潜力发展用户
U00003593,干性/混干,33,2,792.0,4,3,3,3.3,潜力发展用户
U00003594,油性/混油,56,3,2908.0,4,4,5,4.4,核心价值用户
U00003595,油性/混油,10,4,1842.69,5,4,5,4.7,核心价值用户
U00003596,干性/混干,21,2,1923.78,5,3,5,4.4,核心价值用户
U00003597,敏感肌,43,2,1485.27,4,3,4,3.6999999999999997,潜力发展用户
U00003598,敏感肌,71,4,2414.0,3,4,5,4.1,核心价值用户
U00003599,敏感肌,12,5,2833.0,5,5,5,5.0,核心价值用户
U00003600,敏感肌,134,1,1398.4,2,2,4,2.8,高价值沉睡用户
U00003601,中性,128,4,4004.31,2,4,5,3.8,潜力发展用户
U00003602,干性/混干,98,5,2476.34,2,5,5,4.1,核心价值用户
U00003603,中性,11,2,2695.0,5,3,5,4.4,核心价值用户
U00003604,中性,162,1,757.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003605,敏感肌,39,4,3798.0,4,4,5,4.4,核心价值用户
U00003606,敏感肌,38,2,488.0,4,3,3,3.3,潜力发展用户
U00003607,中性,52,3,2665.9700000000003,4,4,5,4.4,核心价值用户
U00003609,敏感肌,163,2,1345.84,2,3,4,3.1,潜力发展用户
U00003610,干性/混干,141,3,2813.0,2,4,5,3.8,潜力发展用户
U00003611,油性/混油,49,3,2094.83,4,4,5,4.4,核心价值用户
U00003612,敏感肌,81,4,4269.0,3,4,5,4.1,核心价值用户
U00003613,油性/混油,5,3,2705.0,5,4,5,4.7,核心价值用户
U00003616,敏感肌,129,2,1164.84,2,3,4,3.1,潜力发展用户
U00003617,敏感肌,32,3,2314.0,4,4,5,4.4,核心价值用户
U00003618,中性,90,2,651.95,3,3,3,3.0,潜力发展用户
U00003619,敏感肌,93,2,1794.0,2,3,5,3.5,潜力发展用户
U00003620,油性/混油,136,2,3471.0,2,3,5,3.5,潜力发展用户
U00003621,敏感肌,110,2,1203.0,2,3,4,3.1,潜力发展用户
U00003623,干性/混干,80,2,1661.24,3,3,5,3.8,潜力发展用户
U00003624,油性/混油,22,3,1950.0,5,4,5,4.7,核心价值用户
U00003625,敏感肌,11,3,1384.0,5,4,4,4.300000000000001,核心价值用户
U00003626,敏感肌,247,4,3979.0,1,4,5,3.5,潜力发展用户
U00003627,油性/混油,34,3,2944.91,4,4,5,4.4,核心价值用户
U00003628,干性/混干,149,4,2065.0,2,4,5,3.8,潜力发展用户
U00003629,干性/混干,46,2,1097.27,4,3,4,3.6999999999999997,潜力发展用户
U00003630,敏感肌,9,3,1037.77,5,4,4,4.300000000000001,核心价值用户
U00003631,敏感肌,131,3,1853.0,2,4,5,3.8,潜力发展用户
U00003633,敏感肌,143,3,1883.0,2,4,5,3.8,潜力发展用户
U00003634,敏感肌,79,2,2015.66,3,3,5,3.8,潜力发展用户
U00003635,敏感肌,134,1,1317.0,2,2,4,2.8,高价值沉睡用户
U00003636,干性/混干,10,4,3150.12,5,4,5,4.7,核心价值用户
U00003637,中性,37,4,3045.48,4,4,5,4.4,核心价值用户
U00003638,敏感肌,138,3,1428.87,2,4,4,3.4,潜力发展用户
U00003639,干性/混干,10,4,2082.0,5,4,5,4.7,核心价值用户
U00003640,油性/混油,76,3,2725.0,3,4,5,4.1,核心价值用户
U00003641,油性/混油,239,2,1365.0,1,3,4,2.8,高价值沉睡用户
U00003642,油性/混油,95,3,2702.0,2,4,5,3.8,潜力发展用户
U00003644,油性/混油,133,2,1668.0,2,3,5,3.5,潜力发展用户
U00003645,敏感肌,264,2,961.24,1,3,4,2.8,高价值沉睡用户
U00003646,干性/混干,49,3,1096.4099999999999,4,4,4,4.0,核心价值用户
U00003647,敏感肌,130,3,2374.77,2,4,5,3.8,潜力发展用户
U00003649,敏感肌,19,6,4454.71,5,5,5,5.0,核心价值用户
U00003650,干性/混干,131,3,1947.72,2,4,5,3.8,潜力发展用户
U00003651,油性/混油,87,3,1711.0,3,4,5,4.1,核心价值用户
U00003652,敏感肌,1,4,2701.91,5,4,5,4.7,核心价值用户
U00003653,敏感肌,118,4,3389.0,2,4,5,3.8,潜力发展用户
U00003654,干性/混干,133,3,2493.0,2,4,5,3.8,潜力发展用户
U00003655,干性/混干,32,2,2121.0,4,3,5,4.1,核心价值用户
U00003656,油性/混油,15,1,258.33,5,2,2,2.9000000000000004,高价值沉睡用户
U00003657,中性,151,3,3060.85,2,4,5,3.8,潜力发展用户
U00003658,干性/混干,110,4,2232.0,2,4,5,3.8,潜力发展用户
U00003659,油性/混油,79,3,2087.13,3,4,5,4.1,核心价值用户
U00003660,油性/混油,40,2,607.0,4,3,3,3.3,潜力发展用户
U00003661,干性/混干,0,4,3887.95,5,4,5,4.7,核心价值用户
U00003662,干性/混干,8,3,1957.23,5,4,5,4.7,核心价值用户
U00003663,油性/混油,53,2,481.82,4,3,3,3.3,潜力发展用户
U00003664,干性/混干,16,6,3813.0,5,5,5,5.0,核心价值用户
U00003665,油性/混油,153,1,809.0,2,2,4,2.8,高价值沉睡用户
U00003666,油性/混油,99,4,3908.92,2,4,5,3.8,潜力发展用户
U00003667,中性,18,3,1094.0,5,4,4,4.300000000000001,核心价值用户
U00003668,中性,137,1,459.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003669,油性/混油,43,2,1379.46,4,3,4,3.6999999999999997,潜力发展用户
U00003670,干性/混干,289,1,306.7,1,2,2,1.7,低价值/流失用户
U00003671,中性,71,2,1123.6399999999999,3,3,4,3.4,潜力发展用户
U00003672,敏感肌,80,3,2474.2200000000003,3,4,5,4.1,核心价值用户
U00003673,敏感肌,9,3,1742.0,5,4,5,4.7,核心价值用户
U00003675,油性/混油,286,1,900.2,1,2,4,2.5,高价值沉睡用户
U00003676,油性/混油,131,2,808.78,2,3,4,3.1,潜力发展用户
U00003677,干性/混干,18,4,3400.0,5,4,5,4.7,核心价值用户
U00003678,敏感肌,136,3,3654.85,2,4,5,3.8,潜力发展用户
U00003679,油性/混油,84,5,3710.0,3,5,5,4.4,核心价值用户
U00003680,敏感肌,311,1,289.0,1,2,2,1.7,低价值/流失用户
U00003681,干性/混干,71,1,488.0,3,2,3,2.7,高价值沉睡用户
U00003682,敏感肌,71,3,2223.0,3,4,5,4.1,核心价值用户
U00003683,敏感肌,57,2,3021.27,4,3,5,4.1,核心价值用户
U00003684,敏感肌,65,2,1682.15,3,3,5,3.8,潜力发展用户
U00003685,干性/混干,65,3,2303.0,3,4,5,4.1,核心价值用户
U00003686,中性,53,3,2343.15,4,4,5,4.4,核心价值用户
U00003687,敏感肌,10,4,3100.0,5,4,5,4.7,核心价值用户
U00003688,中性,61,3,1055.32,3,4,4,3.6999999999999997,潜力发展用户
U00003690,敏感肌,291,1,876.1,1,2,4,2.5,高价值沉睡用户
U00003692,敏感肌,17,3,2237.84,5,4,5,4.7,核心价值用户
U00003693,干性/混干,56,3,1224.0,4,4,4,4.0,核心价值用户
U00003694,油性/混油,76,4,4215.26,3,4,5,4.1,核心价值用户
U00003695,中性,3,5,2764.9300000000003,5,5,5,5.0,核心价值用户
U00003696,中性,19,1,1673.0,5,2,5,4.1,核心价值用户
U00003698,油性/混油,63,4,3387.63,3,4,5,4.1,核心价值用户
U00003699,敏感肌,45,3,2749.0,4,4,5,4.4,核心价值用户
U00003700,敏感肌,97,3,1219.43,2,4,4,3.4,潜力发展用户
U00003701,中性,18,4,3218.83,5,4,5,4.7,核心价值用户
U00003703,敏感肌,137,3,2641.0,2,4,5,3.8,潜力发展用户
U00003704,油性/混油,47,2,477.0,4,3,3,3.3,潜力发展用户
U00003705,油性/混油,148,2,1952.0,2,3,5,3.5,潜力发展用户
U00003706,油性/混油,51,3,1524.0,4,4,5,4.4,核心价值用户
U00003707,敏感肌,46,2,1579.8899999999999,4,3,5,4.1,核心价值用户
U00003708,油性/混油,129,2,1805.0,2,3,5,3.5,潜力发展用户
U00003709,油性/混油,313,1,84.77,1,2,1,1.2999999999999998,低价值/流失用户
U00003710,中性,194,2,2379.07,1,3,5,3.2,潜力发展用户
U00003711,油性/混油,291,2,1385.0,1,3,4,2.8,高价值沉睡用户
U00003712,中性,56,3,1573.0,4,4,5,4.4,核心价值用户
U00003713,敏感肌,91,3,508.53999999999996,2,4,3,3.0,潜力发展用户
U00003714,油性/混油,48,6,3050.0,4,5,5,4.7,核心价值用户
U00003715,油性/混油,86,2,2631.9700000000003,3,3,5,3.8,潜力发展用户
U00003716,干性/混干,9,4,3110.0,5,4,5,4.7,核心价值用户
U00003717,敏感肌,139,3,2164.0,2,4,5,3.8,潜力发展用户
U00003718,干性/混干,20,1,79.0,5,2,1,2.5,高价值沉睡用户
U00003719,油性/混油,132,3,1833.0,2,4,5,3.8,潜力发展用户
U00003720,敏感肌,89,2,2035.8,3,3,5,3.8,潜力发展用户
U00003721,敏感肌,278,1,918.0,1,2,4,2.5,高价值沉睡用户
U00003722,敏感肌,45,2,786.3299999999999,4,3,3,3.3,潜力发展用户
U00003724,油性/混油,87,2,1434.0,3,3,4,3.4,潜力发展用户
U00003725,干性/混干,10,5,1959.0,5,5,5,5.0,核心价值用户
U00003726,中性,13,4,1433.8,5,4,4,4.300000000000001,核心价值用户
U00003727,中性,102,1,477.0,2,2,3,2.4000000000000004,高价值沉睡用户
U00003728,敏感肌,128,4,3150.0,2,4,5,3.8,潜力发展用户
U00003729,干性/混干,37,4,2222.59,4,4,5,4.4,核心价值用户
U00003730,敏感肌,161,2,906.0,2,3,4,3.1,潜力发展用户
U00003731,敏感肌,314,1,198.0,1,2,1,1.2999999999999998,低价值/流失用户
U00003732,油性/混油,40,3,1710.27,4,4,5,4.4,核心价值用户
U00003733,油性/混油,62,1,269.0,3,2,2,2.3,高价值沉睡用户
U00003734,敏感肌,38,3,2356.48,4,4,5,4.4,核心价值用户
U00003735,油性/混油,17,3,2066.0,5,4,5,4.7,核心价值用户
U00003736,敏感肌,14,2,1963.0,5,3,5,4.4,核心价值用户
U00003737,干性/混干,43,5,4914.0,4,5,5,4.7,核心价值用户
U00003738,干性/混干,20,2,1871.0,5,3,5,4.4,核心价值用户
U00003739,敏感肌,21,2,1984.0,5,3,5,4.4,核心价值用户
U00003740,敏感肌,137,3,2607.0,2,4,5,3.8,潜力发展用户
U00003741,油性/混油,166,2,987.0,2,3,4,3.1,潜力发展用户
U00003742,中性,43,5,3283.0,4,5,5,4.7,核心价值用户
U00003743,中性,45,1,609.0,4,2,3,3.0,潜力发展用户
