用户ID,ITE,客户类型
U00027767,0.1248164228627876,敏感型
U00039069,0.12481230891131306,敏感型
U00094625,0.1248099526184096,敏感型
U00043852,0.12480957013014127,敏感型
U00076019,0.12479661609792558,敏感型
U00000323,0.12479357669528701,敏感型
U00000188,0.1247868170571933,敏感型
U00060507,0.12476672352123408,敏感型
U00050958,0.1247651350495978,敏感型
U00028018,0.12476315249053754,敏感型
U00080377,0.12475198499885337,敏感型
U00068999,0.12474389998163204,敏感型
U00076710,0.1247392879079402,敏感型
U00045448,0.12472981759195823,敏感型
U00023106,0.12472503810194224,敏感型
U00093368,0.12470410726506026,敏感型
U00063423,0.1247015404732768,敏感型
U00043302,0.12469681937440058,敏感型
U00033511,0.12468941382701226,敏感型
U00094943,0.12468940218344765,敏感型
U00099032,0.12467817109068696,敏感型
U00071921,0.12467360753763601,敏感型
U00031618,0.12467360753763601,敏感型
U00009660,0.12466631209477674,敏感型
U00085850,0.1246635068360864,敏感型
U00048315,0.1246635068360864,敏感型
U00096381,0.12465628275011703,敏感型
U00094673,0.12465588458023988,敏感型
U00022433,0.12465398301756497,敏感型
U00009112,0.12463911160041385,敏感型
U00060988,0.12462338243985849,敏感型
U00069378,0.12462251524543827,敏感型
U00077840,0.12460784150121462,敏感型
U00033354,0.12460105106942648,敏感型
U00030747,0.12460083074616152,敏感型
U00044118,0.12459503032158709,敏感型
U00032617,0.12457891317693315,敏感型
U00092801,0.12457632717258715,敏感型
U00078343,0.1245705130848982,敏感型
U00092223,0.1245669206825199,敏感型
U00026700,0.12456491122773622,敏感型
U00019501,0.1245622969627806,敏感型
U00090113,0.1245622969627806,敏感型
U00074374,0.12455903349427716,敏感型
U00089731,0.12455671803491053,敏感型
U00091984,0.12455472343478602,敏感型
U00058397,0.12454028097242065,敏感型
U00094139,0.12453991231873107,敏感型
U00078957,0.12453843642227841,敏感型
U00055987,0.12452455099472454,敏感型
U00040414,0.12451928033804799,敏感型
U00086186,0.12451805595467014,敏感型
U00032326,0.12450977813082842,敏感型
U00059020,0.12450236296107031,敏感型
U00027616,0.12448899580252737,敏感型
U00097279,0.12448572116581136,敏感型
U00021144,0.12448572116581136,敏感型
U00022849,0.1244771442841695,敏感型
U00063442,0.12447381056640511,敏感型
U00080121,0.12446979778541478,敏感型
U00087763,0.12446575907142388,敏感型
U00074784,0.12446325767231298,敏感型
U00072675,0.12446181318104077,敏感型
U00077691,0.12446106128641532,敏感型
U00083813,0.12446041638061278,敏感型
U00042611,0.12444453197002098,敏感型
U00099952,0.12444148372919028,敏感型
U00037850,0.12443839741293872,敏感型
U00063923,0.12443621220387896,敏感型
U00029058,0.12442042741534876,敏感型
U00045769,0.12440903321446378,敏感型
U00053569,0.1244086249936861,敏感型
U00002308,0.12440293343030501,敏感型
U00066178,0.12439562159144296,敏感型
U00077577,0.12438773826904909,敏感型
U00020290,0.12438773826904909,敏感型
U00060401,0.12438305796317412,敏感型
U00039020,0.12437651247066517,敏感型
U00008133,0.12437651247066517,敏感型
U00010884,0.12437622291753164,敏感型
U00047495,0.12436999054117964,敏感型
U00041721,0.12436570131247815,敏感型
U00081596,0.12435813246172644,敏感型
U00054287,0.12435594052716603,敏感型
U00003316,0.12435458464364263,敏感型
U00021755,0.12435203929699434,敏感型
U00043941,0.12434546100369326,敏感型
U00067631,0.12434195096748579,敏感型
U00088455,0.12433253600515598,敏感型
U00038016,0.12433253600515598,敏感型
U00033424,0.12432130660550211,敏感型
U00093063,0.1243104041759358,敏感型
U00095780,0.12430746535940279,敏感型
U00014715,0.12430293402411718,敏感型
U00083280,0.12429611932576606,敏感型
U00074837,0.12429485410935637,敏感型
U00024162,0.12428474279299051,敏感型
U00062459,0.12427925747297858,敏感型
U00079777,0.12427626882496179,敏感型
U00041921,0.12427568042343978,敏感型
U00040555,0.12426841815168882,敏感型
U00003716,0.12426111568844306,敏感型
U00006618,0.124260076693465,敏感型
U00068263,0.1242557317099755,敏感型
U00088915,0.12424136485341108,敏感型
U00068046,0.12423958217173742,敏感型
U00056448,0.1242267931420622,敏感型
U00078470,0.12422623899169183,敏感型
U00002062,0.12420766324713667,敏感型
U00077575,0.12419507242489791,敏感型
U00095793,0.12417150541636568,敏感型
U00065637,0.12415450180224918,敏感型
U00061392,0.12415119563560173,敏感型
U00085378,0.12414891105902642,敏感型
U00093685,0.12414626270405005,敏感型
U00053408,0.12412884284862485,敏感型
U00031153,0.1241285600272598,敏感型
U00001439,0.1241285600272598,敏感型
U00003028,0.12412615005138322,敏感型
U00095885,0.12411671674045194,敏感型
U00033425,0.12410524406055268,敏感型
U00028314,0.12409602988875762,敏感型
U00089012,0.12409456148960707,敏感型
U00042052,0.12408339312937122,敏感型
U00014492,0.12407320948711703,敏感型
U00002593,0.12407320948711703,敏感型
U00086696,0.1240713869687318,敏感型
U00038862,0.1240713869687318,敏感型
U00069402,0.12406530104091551,敏感型
U00056833,0.12405667885425514,敏感型
U00033654,0.12405003185390406,敏感型
U00079527,0.12404094586268682,敏感型
U00099824,0.12403712596982353,敏感型
U00026841,0.12403328176752992,敏感型
U00070429,0.12403080478249062,敏感型
U00055150,0.1240276569988355,敏感型
U00073970,0.12402059115573061,敏感型
U00058604,0.1240200513868745,敏感型
U00003759,0.12401924283883137,敏感型
U00064017,0.12401387578782846,敏感型
U00070404,0.12399692021521375,敏感型
U00059173,0.12399046802862634,敏感型
U00041755,0.12397351658487171,敏感型
U00053385,0.12396992307620758,敏感型
U00076413,0.12396901031430302,敏感型
U00056958,0.12395822126194009,敏感型
U00037618,0.12395822126194009,敏感型
U00065862,0.12395278879929633,敏感型
U00046587,0.12394605730919023,敏感型
U00012640,0.12394531797553265,敏感型
U00042743,0.12394370767664914,敏感型
U00097752,0.12392279512244198,敏感型
U00037941,0.12391805417936119,敏感型
U00006773,0.12391626611544887,敏感型
U00053338,0.12391192123979494,敏感型
U00079299,0.12390253250671757,敏感型
U00035451,0.1238997719329532,敏感型
U00097655,0.12389906570250758,敏感型
U00045196,0.12389552318905245,敏感型
U00024877,0.1238773870672254,敏感型
U00063734,0.12387503040923331,敏感型
U00001838,0.12387249778888731,敏感型
U00080843,0.12386914579804642,敏感型
U00070384,0.12384890960278172,敏感型
U00007519,0.12384699234552571,敏感型
U00012231,0.12384268472484894,敏感型
U00048830,0.12383185265910074,敏感型
U00035058,0.12383142942686398,敏感型
U00045738,0.12382163038086214,敏感型
U00076883,0.12381971410964304,敏感型
U00050931,0.12381092104890595,敏感型
U00058330,0.123807250140193,敏感型
U00085801,0.123807250140193,敏感型
U00025568,0.12379835119787008,敏感型
U00080036,0.12378562170991753,敏感型
U00005251,0.12378194551734334,敏感型
U00040948,0.12378194551734334,敏感型
U00050827,0.12378191778246644,敏感型
U00073034,0.12377952196339537,敏感型
U00035905,0.12377523174780025,敏感型
U00049813,0.12377056852023843,敏感型
U00043295,0.12376929468393688,敏感型
U00078288,0.12376914791283011,敏感型
U00094495,0.12375933076517742,敏感型
U00020649,0.12375391291924917,敏感型
U00080111,0.12375081283822037,敏感型
U00097563,0.12374876246307648,敏感型
U00052756,0.12374528951241731,敏感型
U00086548,0.12373403790320481,敏感型
U00064227,0.12373330063018839,敏感型
U00003054,0.12372555949974628,敏感型
U00026519,0.12371807907598364,敏感型
U00028388,0.12371469110998223,敏感型
U00020986,0.12371095095698909,敏感型
U00060795,0.12370814724713669,敏感型
U00099607,0.12370587807407413,敏感型
U00054043,0.12370576898610297,敏感型
U00064596,0.12369537775981343,敏感型
U00090897,0.12368940746162127,敏感型
U00071661,0.12368583604437566,敏感型
U00026588,0.12368422949684488,敏感型
U00069508,0.1236820439246909,敏感型
U00070877,0.12368155967558242,敏感型
U00024583,0.12367554905578099,敏感型
U00086625,0.12366077057678015,敏感型
U00099308,0.12365722943164736,敏感型
U00080900,0.12365678061420005,敏感型
U00033509,0.1236429286121894,敏感型
U00031824,0.1236427771540089,敏感型
U00090061,0.12362006746425419,敏感型
U00048265,0.12361836330171783,敏感型
U00005044,0.12361663708778287,敏感型
U00063047,0.12361365927038365,敏感型
U00000047,0.12361196781803774,敏感型
U00097443,0.12360425034434608,敏感型
U00070287,0.12357595450454467,敏感型
U00045292,0.12357242182527822,敏感型
U00014671,0.12356280030928407,敏感型
U00090035,0.12356198395371731,敏感型
U00077790,0.12353884284086086,敏感型
U00069489,0.12353760536825087,敏感型
U00041773,0.1235361842955991,敏感型
U00092398,0.12352865734148338,敏感型
U00061921,0.12352601056578844,敏感型
U00067017,0.12351777393319602,敏感型
U00078745,0.1235172348784031,敏感型
U00055428,0.12350298784764147,敏感型
U00086853,0.12350298784764147,敏感型
U00028447,0.12350298784764147,敏感型
U00030155,0.12349002525177027,敏感型
U00085612,0.12348589679157929,敏感型
U00087650,0.12347939302970085,敏感型
U00063034,0.1234789660560146,敏感型
U00038433,0.12346413053101762,敏感型
U00095149,0.12346199556499071,敏感型
U00040208,0.12346143482438882,敏感型
U00001336,0.12344809204356119,敏感型
U00013848,0.12344095100204677,敏感型
U00087302,0.12344078840810963,敏感型
U00045683,0.12344027451574024,敏感型
U00019567,0.12342776971540109,敏感型
U00008393,0.12341923917821318,敏感型
U00016607,0.12341873980721602,敏感型
U00087377,0.1234137075844427,敏感型
U00066285,0.1234129692847602,敏感型
U00035053,0.12340242736260065,敏感型
U00037380,0.12340111789342084,敏感型
U00080773,0.12339331160009176,敏感型
U00099047,0.12337117266610942,敏感型
U00050702,0.12336961665993529,敏感型
U00075236,0.12335553840099894,敏感型
U00017755,0.12335343477512789,敏感型
U00007739,0.12335081512692059,敏感型
U00092826,0.12334853754880154,敏感型
U00020228,0.12334757717971562,敏感型
U00060241,0.12334521535746812,敏感型
U00041275,0.12334021390859023,敏感型
U00033271,0.12333678885159688,敏感型
U00094676,0.12333517676276728,敏感型
U00046134,0.1233347359587127,敏感型
U00076808,0.1233143167997997,敏感型
U00027011,0.12331115022482075,敏感型
U00061244,0.1233047604165215,敏感型
U00066422,0.12329706794324125,敏感型
U00049338,0.12329701650600305,敏感型
U00035931,0.1232934878220544,敏感型
U00038921,0.12329348662182082,敏感型
U00096243,0.12328689186344821,敏感型
U00050113,0.1232800105077248,敏感型
U00022533,0.12327296537263938,敏感型
U00095448,0.12327296537263938,敏感型
U00013144,0.12326459340397583,敏感型
U00001494,0.12325723541547312,敏感型
U00037849,0.12325722197057343,敏感型
U00081439,0.12325365225985507,敏感型
U00056670,0.12325360261437246,敏感型
U00029112,0.12324957077570087,敏感型
U00068808,0.12324831182294865,敏感型
U00025135,0.1232463866449342,敏感型
U00084017,0.12324358002722463,敏感型
U00091382,0.12323134468043201,敏感型
U00095364,0.12320493979228597,敏感型
U00034476,0.12319485074118508,敏感型
U00050525,0.12318493614368375,敏感型
U00064013,0.12317198693828302,敏感型
U00059632,0.12317198693828302,敏感型
U00031826,0.123170204305031,敏感型
U00044148,0.12316702326890827,敏感型
U00091055,0.12315741107534534,敏感型
U00084604,0.12315331252486827,敏感型
U00013989,0.12313420990725116,敏感型
U00048982,0.12312940052607041,敏感型
U00011437,0.12312524170019645,敏感型
U00035260,0.12312395137404775,敏感型
U00005217,0.12311294428244585,敏感型
U00031870,0.12311240501389076,敏感型
U00059270,0.12311017310282246,敏感型
U00049774,0.12310953054020618,敏感型
U00016773,0.12310251532527339,敏感型
U00058958,0.12309982671567449,敏感型
U00031885,0.12309372935031665,敏感型
U00010917,0.12308951647750282,敏感型
U00098996,0.12308804999051876,敏感型
U00019297,0.12308587125755205,敏感型
U00041157,0.12308365411894606,敏感型
U00090001,0.12308137796486618,敏感型
U00090468,0.1230661588761412,敏感型
U00007536,0.12305967559713987,敏感型
U00018830,0.12305799339168938,敏感型
U00080597,0.12305140194840108,敏感型
U00001408,0.12304814687943333,敏感型
U00020691,0.12304171629616617,敏感型
U00022065,0.12303017551084239,敏感型
U00017483,0.12302702459076753,敏感型
U00048686,0.12302360377010035,敏感型
U00096254,0.1230235310382291,敏感型
U00084802,0.12301914864221047,敏感型
U00086861,0.1230152422333255,敏感型
U00033148,0.12301382933858493,敏感型
U00019026,0.12300913344742109,敏感型
U00002377,0.1230082409278399,敏感型
U00089368,0.12299656565140998,敏感型
U00045846,0.12298827194708112,敏感型
U00034165,0.12298231936508047,敏感型
U00042674,0.12297923255853088,敏感型
U00030687,0.12297424836370291,敏感型
U00056631,0.12297212189054613,敏感型
U00068109,0.1229627105491502,敏感型
U00096211,0.1229595708661172,敏感型
U00063889,0.1229544434836134,敏感型
U00056868,0.122952441945539,敏感型
U00021554,0.12293550990115093,敏感型
U00012251,0.12293328116820168,敏感型
U00090240,0.12292649812804385,敏感型
U00049912,0.12290755324060437,敏感型
U00026343,0.12287118223009458,敏感型
U00076404,0.12285676554397018,敏感型
U00073074,0.12284988576070749,敏感型
U00084222,0.12284132774120565,敏感型
U00076733,0.1228396568978603,敏感型
U00055344,0.12283700753724791,敏感型
U00093834,0.12283542231619543,敏感型
U00055098,0.12282983144338588,敏感型
U00087483,0.1228280709443697,敏感型
U00040048,0.12281418442534642,敏感型
U00046981,0.1228017328404648,敏感型
U00028228,0.12280002582333616,敏感型
U00005891,0.12279059701857353,敏感型
U00017549,0.12278846581262032,敏感型
U00092497,0.12278301568803551,敏感型
U00080941,0.12278139779976482,敏感型
U00014000,0.12277913028009124,敏感型
U00073062,0.12277864840470148,敏感型
U00061702,0.12277666793808201,敏感型
U00063729,0.1227709375422526,敏感型
U00021847,0.12276017672975176,敏感型
U00083157,0.12275567564915774,敏感型
U00037795,0.12274440803208292,敏感型
U00072912,0.12274176277873117,敏感型
U00087654,0.12273357296862128,敏感型
U00064604,0.12273216160415795,敏感型
U00001738,0.1227287896216861,敏感型
U00008675,0.1227259665993154,敏感型
U00095741,0.12269810767830525,敏感型
U00026373,0.12269593578938126,敏感型
U00075590,0.12269450299266016,敏感型
U00070766,0.12269074456846857,敏感型
U00015624,0.12268233092118555,敏感型
U00003842,0.12267714094506649,敏感型
U00091407,0.12267235248779024,敏感型
U00038204,0.12265753625649456,敏感型
U00003729,0.12264481856397946,敏感型
U00040856,0.12263551134883671,敏感型
U00016372,0.12263403708562742,敏感型
U00035050,0.1226192724889662,敏感型
U00084838,0.12260500445758676,敏感型
U00006897,0.12259788822517476,敏感型
U00014930,0.12258808210230726,敏感型
U00022285,0.1225862315450153,敏感型
U00053222,0.12258314060547476,敏感型
U00085751,0.12257449593798009,敏感型
U00035464,0.1225742046734068,敏感型
U00075386,0.12256999626429771,敏感型
U00061798,0.12255824403677124,敏感型
U00089969,0.12254655302454026,敏感型
U00038555,0.12254624196636077,敏感型
U00054288,0.12254161744564501,敏感型
U00028961,0.1225392377989809,敏感型
U00018104,0.1225392377989809,敏感型
U00095881,0.12252821385099699,敏感型
U00046411,0.12251455210753581,敏感型
U00077202,0.12251403068969374,敏感型
U00015963,0.12250281665146173,敏感型
U00099068,0.12249430885393603,敏感型
U00072592,0.12249405578113648,敏感型
U00029227,0.12249278699598531,敏感型
U00091951,0.1224875391143968,敏感型
U00000137,0.12248706151202571,敏感型
U00083187,0.12248643583729535,敏感型
U00061923,0.12247551112704452,敏感型
U00014740,0.12247436180323884,敏感型
U00056874,0.12246453169455196,敏感型
U00013174,0.1224610343480918,敏感型
U00049464,0.12246067966640112,敏感型
U00023676,0.12245757956306208,敏感型
U00091969,0.122451630380847,敏感型
U00099964,0.12244798461612966,敏感型
U00042022,0.12244672803066159,敏感型
U00011786,0.1224443229590681,敏感型
U00075842,0.12244166033318737,敏感型
U00094324,0.12244078615845166,敏感型
U00037165,0.12243051600917454,敏感型
U00077179,0.12242661191089205,敏感型
U00024309,0.12242074016625643,敏感型
U00087359,0.12241871449572711,敏感型
U00080570,0.12241115727934299,敏感型
U00037415,0.12240968426613336,敏感型
U00047704,0.12239850570007088,敏感型
U00037878,0.12238941047683011,敏感型
U00021651,0.12237992668561776,敏感型
U00098260,0.12237959580333457,敏感型
U00065288,0.12237561213318088,敏感型
U00070376,0.12237361434283694,敏感型
U00009099,0.12235586502235868,敏感型
U00043575,0.12235528928645761,敏感型
U00096178,0.12235309263607186,敏感型
U00023131,0.12235115639677063,敏感型
U00027032,0.1223434722751569,敏感型
U00035656,0.12234159048517917,敏感型
U00021220,0.12233791958301021,敏感型
U00082685,0.12233791958301021,敏感型
U00024858,0.1223363469547995,敏感型
U00028183,0.12233442630458641,敏感型
U00073496,0.12232546876490857,敏感型
U00059847,0.12232546876490857,敏感型
U00012960,0.12232031807378257,敏感型
U00067119,0.12232031807378257,敏感型
U00075080,0.12231056579739963,敏感型
U00005556,0.1222943438900021,敏感型
U00056077,0.12229393089659424,敏感型
U00062995,0.12228594975480117,敏感型
U00025018,0.12227680642222666,敏感型
U00090493,0.12227373735202718,敏感型
U00048568,0.122262976611489,敏感型
U00056135,0.12226077207753844,敏感型
U00063683,0.12225907300250291,敏感型
U00061852,0.12225352896995345,敏感型
U00037111,0.1222402428390911,敏感型
U00082160,0.12223398686962067,敏感型
U00006455,0.12223336860148531,敏感型
U00096455,0.12222980600391326,敏感型
U00049922,0.12221545185497135,敏感型
U00061468,0.12220786446428566,敏感型
U00013243,0.1221975829954855,敏感型
U00033105,0.12219227765341933,敏感型
U00017885,0.12218735067182562,敏感型
U00070001,0.12218183393927234,敏感型
U00009374,0.1221786252549249,敏感型
U00017432,0.12217404925820274,敏感型
U00037505,0.12217238382897805,敏感型
U00011362,0.12216613784711244,敏感型
U00081310,0.12216473141590245,敏感型
U00069816,0.12215809247270365,敏感型
U00071785,0.12215200921929292,敏感型
U00020158,0.12214836822301434,敏感型
U00073458,0.12214622588623159,敏感型
U00051990,0.1221452337149791,敏感型
U00056297,0.12213349133348222,敏感型
U00085439,0.12212616831661866,敏感型
U00073621,0.122117990529096,敏感型
U00068329,0.1221160442820548,敏感型
U00079107,0.12211433090267593,敏感型
U00025897,0.12211383396312081,敏感型
U00078436,0.12211383396312081,敏感型
U00025560,0.12210606945997193,敏感型
U00071109,0.12210606945997193,敏感型
U00073277,0.12210606945997193,敏感型
U00019881,0.12210409510249937,敏感型
U00097605,0.12209394152541714,敏感型
U00012010,0.12207458038223731,敏感型
U00078971,0.12207365860738345,敏感型
U00051866,0.12207263909744825,敏感型
U00096418,0.1220721290879846,敏感型
U00016646,0.1220689188051905,敏感型
U00066675,0.12206806659424779,敏感型
U00096638,0.12206756302486749,敏感型
U00051525,0.12204594627370263,敏感型
U00038110,0.12203663060030784,敏感型
U00018761,0.12203654026291755,敏感型
U00037817,0.1220327291323498,敏感型
U00054910,0.12201908555846674,敏感型
U00033591,0.12201692556713783,敏感型
U00034204,0.12200505447448734,敏感型
U00075138,0.12198333354404767,敏感型
U00095982,0.12198019737902119,敏感型
U00047977,0.12197439926395298,敏感型
U00077856,0.12196761098272552,敏感型
U00098541,0.12196233194593259,敏感型
U00037021,0.1219469018457961,敏感型
U00086271,0.12194358642586955,敏感型
U00027808,0.12194201829073709,敏感型
U00094820,0.12194186747552904,敏感型
U00005359,0.12194180637773999,敏感型
U00029331,0.12194016423199455,敏感型
U00015284,0.12192857273077373,敏感型
U00098849,0.12192693698572171,敏感型
U00073665,0.12192489171240867,敏感型
U00094699,0.12192181030182914,敏感型
U00050834,0.12191971907823812,敏感型
U00031119,0.12190836459008308,敏感型
U00045929,0.12189084933355715,敏感型
U00002717,0.1218873271746379,敏感型
U00068848,0.12188217793776585,敏感型
U00049160,0.12187541196863105,敏感型
U00082690,0.12187068548363145,敏感型
U00062374,0.12186015151380541,敏感型
U00063713,0.12185888654312355,敏感型
U00061192,0.12185353789832082,敏感型
U00081062,0.12185028613302354,敏感型
U00054654,0.12184966698613703,敏感型
U00035014,0.1218309794191631,敏感型
U00087089,0.12183067305391854,敏感型
U00006613,0.12183013601251125,敏感型
U00059673,0.12182641932025612,敏感型
U00033351,0.1218177988000328,敏感型
U00067856,0.121817143745864,敏感型
U00022613,0.12181714102274155,敏感型
U00057435,0.12180040840104112,敏感型
U00098910,0.12179194021722589,敏感型
U00008485,0.12178833875581407,敏感型
U00008708,0.121784068425833,敏感型
U00063741,0.1217826068259304,敏感型
U00029113,0.12176223187895063,敏感型
U00040593,0.12175829976576485,敏感型
U00042457,0.12175127361436228,敏感型
U00070862,0.12175035552589974,敏感型
U00004346,0.12173979043006633,敏感型
U00003261,0.12173861925443119,敏感型
U00048954,0.12171619653708249,敏感型
U00050407,0.12171619653708249,敏感型
U00021338,0.12171156620470092,敏感型
U00017016,0.12171151106949901,敏感型
U00043883,0.12171126962755302,敏感型
U00037526,0.12170963295144016,敏感型
U00053290,0.12170963295144016,敏感型
U00035709,0.12169976888263073,敏感型
U00062797,0.1216984803001408,敏感型
U00050588,0.1216913309023886,敏感型
U00045881,0.12169032730452756,敏感型
U00079227,0.12168370644633952,敏感型
U00070825,0.12167990231784959,敏感型
U00078217,0.12165941922308898,敏感型
U00050015,0.12165556860120147,敏感型
U00063687,0.12165191028976541,敏感型
U00042379,0.12164464768760325,敏感型
U00052374,0.12163949774698929,敏感型
U00060247,0.12163483297364097,敏感型
U00098593,0.12163008796720604,敏感型
U00006325,0.12161757812106122,敏感型
U00057901,0.12161084914567405,敏感型
U00044143,0.12160653760745416,敏感型
U00038947,0.12159861964447835,敏感型
U00036226,0.12159410534250187,敏感型
U00075053,0.12158841753705163,敏感型
U00035619,0.12158370015652376,敏感型
U00017300,0.1215744982673429,敏感型
U00022846,0.12155956171297846,敏感型
U00013994,0.12155685215432338,敏感型
U00046861,0.12154160002374592,敏感型
U00091752,0.12152195992919498,敏感型
U00004321,0.12152195992919498,敏感型
U00090789,0.12152094179280476,敏感型
U00023451,0.12152016995433584,敏感型
U00095216,0.12152016995433584,敏感型
U00012747,0.12150708418795109,敏感型
U00061881,0.12149591135170901,敏感型
U00024466,0.12149384950938874,敏感型
U00040366,0.12149384950938874,敏感型
U00088976,0.12148963667464391,敏感型
U00001272,0.12148676700858418,敏感型
U00061838,0.12148305005639454,敏感型
U00022949,0.12148257960784786,敏感型
U00067972,0.12147122325884363,敏感型
U00002211,0.12147033659736384,敏感型
U00055229,0.12144252533826788,敏感型
U00034817,0.12143732574974492,敏感型
U00034845,0.12143312827123914,敏感型
U00087791,0.12141367624074795,敏感型
U00056738,0.12141351903784259,敏感型
U00082297,0.12140000162195713,敏感型
U00044410,0.1213931125506062,敏感型
U00019940,0.12138628639553556,敏感型
U00018066,0.12137890278800056,敏感型
U00010098,0.12137685090801276,敏感型
U00061843,0.12136868285434821,敏感型
U00026405,0.12135794206150863,敏感型
U00008686,0.12133960155501988,敏感型
U00061510,0.12132828222229919,敏感型
U00094986,0.1213274843338008,敏感型
U00094246,0.12131676049504264,敏感型
U00064222,0.12131676049504264,敏感型
U00065079,0.12131446129287637,敏感型
U00056011,0.12131288228658643,敏感型
U00008613,0.12131001100157163,敏感型
U00029766,0.12130994506304016,敏感型
U00067990,0.1213086920497114,敏感型
U00007485,0.12130811793198243,敏感型
U00090148,0.12130241771554379,敏感型
U00080939,0.12128846736375665,敏感型
U00087065,0.12128561616882105,敏感型
U00027835,0.12128367709424859,敏感型
U00081455,0.1212805463686788,敏感型
U00020453,0.12127866641452245,敏感型
U00077752,0.12126401778847024,敏感型
U00040802,0.12126106452490304,敏感型
U00071735,0.12126062777245761,敏感型
U00021370,0.12124581225119457,敏感型
U00002962,0.12124415701830896,敏感型
U00032450,0.12124003374309122,敏感型
U00085616,0.12122061566258391,敏感型
U00028678,0.1212198019284591,敏感型
U00045560,0.12121738009229027,敏感型
U00003162,0.12121577682222218,敏感型
U00029676,0.12121184211212227,敏感型
U00056773,0.12120760353896975,敏感型
U00009515,0.12118945581224622,敏感型
U00025575,0.12118936311848127,敏感型
U00047071,0.1211623265691395,敏感型
U00099487,0.12116224089533895,敏感型
U00020994,0.12115996595767142,敏感型
U00096251,0.12115441006749644,敏感型
U00073580,0.12114168436499845,敏感型
U00033324,0.12113881993068576,敏感型
U00012313,0.1211315574862386,敏感型
U00055026,0.12113000264826074,敏感型
U00052256,0.12113000264826074,敏感型
U00072615,0.12112675345268648,敏感型
U00018751,0.12110529167191447,敏感型
U00020374,0.12109369562966754,敏感型
U00023270,0.12107958703389243,敏感型
U00038329,0.1210777894548879,敏感型
U00081186,0.12107314765434524,敏感型
U00088237,0.12107219801795627,敏感型
U00008486,0.12106557881424357,敏感型
U00034982,0.12106058768540379,敏感型
U00066590,0.12105490830844995,敏感型
U00051870,0.12105407093870119,敏感型
U00021012,0.12105044546263205,敏感型
U00040261,0.12104906411741656,敏感型
U00048040,0.12104304357994444,敏感型
U00049052,0.12103979207611537,敏感型
U00057877,0.12103175432709534,敏感型
U00011230,0.12102439256514785,敏感型
U00027832,0.12102285973255139,敏感型
U00057970,0.12101869934847426,敏感型
U00061497,0.12101781465202865,敏感型
U00078894,0.12101753995050546,敏感型
U00005954,0.12100084942925565,敏感型
U00027619,0.12099699156892074,敏感型
U00093106,0.12099340999881847,敏感型
U00090524,0.12098922933969752,敏感型
U00035979,0.12098129657729095,敏感型
U00075964,0.12097385370673988,敏感型
U00014762,0.12097286800591478,敏感型
U00035540,0.12097196288532003,敏感型
U00082838,0.12094794122472957,敏感型
U00088058,0.12094782063348058,敏感型
U00040858,0.12094409263518763,敏感型
U00072770,0.12094377693512948,敏感型
U00042991,0.12093518389299435,敏感型
U00083454,0.12091456692839891,敏感型
U00095194,0.12090947452808831,敏感型
U00041283,0.12089765188369489,敏感型
U00045583,0.12089156970867349,敏感型
U00087710,0.12088576745810042,敏感型
U00093866,0.1208847867689199,敏感型
U00044253,0.12084858112036662,敏感型
U00007123,0.12084622125981459,敏感型
U00064822,0.1208423810748831,敏感型
U00075796,0.12082366033291803,敏感型
U00043085,0.12081146371507229,敏感型
U00017443,0.12080861866857528,敏感型
U00094965,0.12079538852897104,敏感型
U00083967,0.12079513578795614,敏感型
U00089094,0.12079434244480247,敏感型
U00061778,0.12079267709886571,敏感型
U00026004,0.12078835506325031,敏感型
U00007511,0.12078244992095255,敏感型
U00088322,0.12077117148288607,敏感型
U00059805,0.12076944057302752,敏感型
U00022874,0.12076627598651363,敏感型
U00095115,0.12075499794274597,敏感型
U00076757,0.12075499794274597,敏感型
U00055208,0.12075370693891785,敏感型
U00008292,0.12075114929738745,敏感型
U00032030,0.12074793238193282,敏感型
U00095059,0.12073450900807992,敏感型
U00026974,0.12073104947241209,敏感型
U00039355,0.12072763414182919,敏感型
U00082031,0.12071214810188441,敏感型
U00093895,0.1207115669039025,敏感型
U00005068,0.12070905450521413,敏感型
U00066941,0.1207078465938064,敏感型
U00029582,0.12070751849345435,敏感型
U00072835,0.12070661715183995,敏感型
U00041768,0.12070109092904108,敏感型
U00006847,0.12069926538787229,敏感型
U00026417,0.12069922453962884,敏感型
U00070186,0.12069641687776017,敏感型
U00060232,0.12068305150425884,敏感型
U00024090,0.12067517848382364,敏感型
U00082458,0.1206690749884837,敏感型
U00057993,0.12066505578616021,敏感型
U00031121,0.1206650524970152,敏感型
U00039450,0.12066133557320646,敏感型
U00017293,0.12066001081229588,敏感型
U00013563,0.12065465107659845,敏感型
U00034866,0.12065262220858941,敏感型
U00036376,0.12064865742698783,敏感型
U00092117,0.12064838279113088,敏感型
U00057705,0.12064171641005211,敏感型
U00092114,0.12064021322082635,敏感型
U00035175,0.12063929125988376,敏感型
U00060421,0.12063773705343578,敏感型
U00090129,0.12063727751389941,敏感型
U00097551,0.12062861187262858,敏感型
U00025534,0.12062370493488317,敏感型
U00093051,0.12061986992750312,敏感型
U00010699,0.12060702944364005,敏感型
U00005405,0.12060077900593019,敏感型
U00074641,0.1205882836796549,敏感型
U00097739,0.1205776212066419,敏感型
U00056889,0.12057010094773218,敏感型
U00088081,0.12056950334011968,敏感型
U00096814,0.1205677736340196,敏感型
U00031333,0.12055218614693944,敏感型
