用户ID,R评分,F评分,M评分,抗衰,修护,抗氧化,清爽,抗皱,保湿,cluster,cluster_name
U00020768,2,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00020778,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00020801,1,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00020807,2,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00020827,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00020840,2,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00020845,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00020882,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00020894,1,2,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00020895,2,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00020896,2,4,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00020907,2,4,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00020921,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00020928,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00020955,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00020958,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00020959,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00020967,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00020972,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00020983,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00020991,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00020994,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00020995,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021014,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021015,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021020,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021025,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021030,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021044,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021047,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021065,4,2,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021070,5,3,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021075,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021098,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021111,4,4,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021113,3,4,5,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021123,5,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021129,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021131,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021143,2,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021160,4,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021161,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021170,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021176,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021180,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021186,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021192,3,3,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00021198,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021200,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021206,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021208,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021210,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021222,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021256,1,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021296,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021304,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021313,3,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021318,2,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021325,1,2,2,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00021333,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021351,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021355,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021361,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021384,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021389,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021402,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021429,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021436,4,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021461,3,2,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021477,2,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021497,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021500,4,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021518,2,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021520,2,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021525,1,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021566,5,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021583,4,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021592,2,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021596,3,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021607,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021610,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021613,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021615,2,2,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021627,3,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021631,3,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021638,2,2,5,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00021642,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021664,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021670,5,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021680,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021708,2,4,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021711,4,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021712,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021713,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021725,1,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021738,4,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021743,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021748,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021766,2,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021781,4,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021789,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021826,5,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021828,1,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00021829,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021832,4,5,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021855,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00021867,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00021884,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021886,5,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021889,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021897,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021900,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00021905,1,2,2,0,1,1,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00021911,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021915,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021918,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021922,2,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00021930,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021950,4,3,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00021953,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00021958,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00021971,5,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00021986,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022000,5,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022002,2,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022010,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022011,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022049,4,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022057,1,4,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022069,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022073,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022088,1,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022090,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022096,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022103,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022105,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022121,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022131,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022134,2,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022138,1,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00022141,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022144,4,3,4,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022146,1,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00022150,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022166,1,2,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022175,5,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022176,3,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022179,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022187,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022193,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022194,3,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022201,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022206,2,2,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022222,5,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022248,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022264,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022267,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022270,2,2,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022278,3,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022282,4,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022298,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022309,5,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022322,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022349,5,4,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022368,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022372,1,2,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022375,4,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022399,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022409,5,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022411,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022417,3,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022433,3,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022439,2,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022445,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022450,3,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022458,3,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022464,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022471,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022489,5,3,3,0,1,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022495,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022501,5,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022537,1,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022539,5,3,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022540,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022542,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022550,1,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022554,2,4,5,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00022557,5,4,3,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022560,4,4,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022565,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00022566,2,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022588,2,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022591,5,4,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022600,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022602,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022605,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022613,2,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022624,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022646,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022648,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022652,2,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022663,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022669,3,2,2,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022677,3,4,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022682,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022695,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022699,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022702,2,4,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022712,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022715,4,4,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022743,2,3,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022759,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022765,2,3,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022772,4,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022791,3,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022793,4,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022795,5,5,5,1,1,0,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022805,2,3,4,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022807,2,3,4,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022812,5,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022821,1,3,4,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022828,2,2,3,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00022838,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022843,2,2,3,0,0,1,1,0,1,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022852,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022867,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022877,1,2,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022882,1,2,1,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022902,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022904,2,3,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00022908,2,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022931,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00022938,2,2,2,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00022942,2,3,3,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00022951,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022970,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00022976,5,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00022984,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00022986,1,2,3,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00022988,2,3,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00022993,2,3,4,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023029,2,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023042,5,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023043,2,2,4,0,1,0,0,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023052,4,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023055,4,3,2,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023071,5,2,3,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023081,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023082,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023091,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023106,5,5,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023110,5,5,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023114,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023131,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023138,1,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023161,3,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023168,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023177,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023191,2,4,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023194,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023195,4,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023200,2,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023212,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023222,5,3,3,1,0,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023263,1,3,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023264,2,5,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
U00023265,5,3,4,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023283,1,3,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023288,2,2,1,0,0,0,1,0,1,1,低价值_保湿+修护_低活跃低频低消费
U00023293,5,3,5,0,1,0,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023296,2,3,5,0,0,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023300,1,3,5,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023303,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023306,2,3,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023309,5,3,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00023351,4,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023354,4,4,4,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023363,5,5,5,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023364,5,4,5,1,1,1,1,1,1,0,高价值_抗衰+修护_高活跃高频高消费
U00023371,1,2,4,0,0,1,1,0,0,6,低价值_抗氧化+清爽_低活跃低频中消费
U00023374,4,3,3,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023380,1,2,4,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023390,4,5,4,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023422,2,3,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023429,2,2,4,1,1,0,0,1,1,2,中价值_修护+保湿_中活跃中频高消费
U00023435,4,2,4,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023439,3,4,5,1,0,1,1,1,1,8,中价值_抗衰+抗氧化_中活跃中频高消费
U00023443,2,4,3,0,1,1,1,0,1,5,中价值_清爽+保湿_中活跃中频高消费
U00023467,5,4,5,1,1,0,1,1,1,9,中价值_抗衰+清爽_中活跃中频高消费
U00023490,2,2,2,1,0,0,0,1,0,7,低价值_抗衰+抗皱_低活跃低频中消费
U00023520,1,4,5,1,0,1,1,1,0,4,中价值_抗衰+抗氧化_中活跃中频高消费
U00023524,3,3,5,1,1,1,1,1,1,3,中价值_抗衰+修护_低活跃中频高消费
