用户ID,cluster_name
U00058834,中价值_抗衰+清爽_中活跃中频高消费
U00058986,中价值_抗衰+清爽_中活跃中频高消费
U00059139,中价值_抗衰+清爽_中活跃中频高消费
U00059232,中价值_抗衰+清爽_中活跃中频高消费
U00059689,中价值_抗衰+清爽_中活跃中频高消费
U00059862,中价值_抗衰+清爽_中活跃中频高消费
U00059901,中价值_抗衰+清爽_中活跃中频高消费
U00060146,中价值_抗衰+清爽_中活跃中频高消费
U00060413,中价值_抗衰+清爽_中活跃中频高消费
U00060862,中价值_抗衰+清爽_中活跃中频高消费
U00060907,中价值_抗衰+清爽_中活跃中频高消费
U00060972,中价值_抗衰+清爽_中活跃中频高消费
U00060999,中价值_抗衰+清爽_中活跃中频高消费
U00061108,中价值_抗衰+清爽_中活跃中频高消费
U00061207,中价值_抗衰+清爽_中活跃中频高消费
U00061572,中价值_抗衰+清爽_中活跃中频高消费
U00061782,中价值_抗衰+清爽_中活跃中频高消费
U00061789,中价值_抗衰+清爽_中活跃中频高消费
U00061876,中价值_抗衰+清爽_中活跃中频高消费
U00061936,中价值_抗衰+清爽_中活跃中频高消费
U00061962,中价值_抗衰+清爽_中活跃中频高消费
U00062039,中价值_抗衰+清爽_中活跃中频高消费
U00062048,中价值_抗衰+清爽_中活跃中频高消费
U00062105,中价值_抗衰+清爽_中活跃中频高消费
U00062483,中价值_抗衰+清爽_中活跃中频高消费
U00062523,中价值_抗衰+清爽_中活跃中频高消费
U00062680,中价值_抗衰+清爽_中活跃中频高消费
U00062847,中价值_抗衰+清爽_中活跃中频高消费
U00062958,中价值_抗衰+清爽_中活跃中频高消费
U00063009,中价值_抗衰+清爽_中活跃中频高消费
U00063139,中价值_抗衰+清爽_中活跃中频高消费
U00063360,中价值_抗衰+清爽_中活跃中频高消费
U00063369,中价值_抗衰+清爽_中活跃中频高消费
U00063379,中价值_抗衰+清爽_中活跃中频高消费
U00063425,中价值_抗衰+清爽_中活跃中频高消费
U00063514,中价值_抗衰+清爽_中活跃中频高消费
U00063534,中价值_抗衰+清爽_中活跃中频高消费
U00063590,中价值_抗衰+清爽_中活跃中频高消费
U00063656,中价值_抗衰+清爽_中活跃中频高消费
U00063932,中价值_抗衰+清爽_中活跃中频高消费
U00064003,中价值_抗衰+清爽_中活跃中频高消费
U00064099,中价值_抗衰+清爽_中活跃中频高消费
U00064141,中价值_抗衰+清爽_中活跃中频高消费
U00064151,中价值_抗衰+清爽_中活跃中频高消费
U00064307,中价值_抗衰+清爽_中活跃中频高消费
U00064344,中价值_抗衰+清爽_中活跃中频高消费
U00064360,中价值_抗衰+清爽_中活跃中频高消费
U00064638,中价值_抗衰+清爽_中活跃中频高消费
U00064819,中价值_抗衰+清爽_中活跃中频高消费
U00064839,中价值_抗衰+清爽_中活跃中频高消费
U00064930,中价值_抗衰+清爽_中活跃中频高消费
U00064933,中价值_抗衰+清爽_中活跃中频高消费
U00064961,中价值_抗衰+清爽_中活跃中频高消费
U00065083,中价值_抗衰+清爽_中活跃中频高消费
U00065150,中价值_抗衰+清爽_中活跃中频高消费
U00065192,中价值_抗衰+清爽_中活跃中频高消费
U00065263,中价值_抗衰+清爽_中活跃中频高消费
U00065369,中价值_抗衰+清爽_中活跃中频高消费
U00065526,中价值_抗衰+清爽_中活跃中频高消费
U00065727,中价值_抗衰+清爽_中活跃中频高消费
U00065755,中价值_抗衰+清爽_中活跃中频高消费
U00065790,中价值_抗衰+清爽_中活跃中频高消费
U00065975,中价值_抗衰+清爽_中活跃中频高消费
U00066229,中价值_抗衰+清爽_中活跃中频高消费
U00066280,中价值_抗衰+清爽_中活跃中频高消费
U00066395,中价值_抗衰+清爽_中活跃中频高消费
U00066464,中价值_抗衰+清爽_中活跃中频高消费
U00066539,中价值_抗衰+清爽_中活跃中频高消费
U00066582,中价值_抗衰+清爽_中活跃中频高消费
U00066667,中价值_抗衰+清爽_中活跃中频高消费
U00066881,中价值_抗衰+清爽_中活跃中频高消费
U00066911,中价值_抗衰+清爽_中活跃中频高消费
U00066932,中价值_抗衰+清爽_中活跃中频高消费
U00067124,中价值_抗衰+清爽_中活跃中频高消费
U00067320,中价值_抗衰+清爽_中活跃中频高消费
U00067338,中价值_抗衰+清爽_中活跃中频高消费
U00067715,中价值_抗衰+清爽_中活跃中频高消费
U00067720,中价值_抗衰+清爽_中活跃中频高消费
U00067914,中价值_抗衰+清爽_中活跃中频高消费
U00068063,中价值_抗衰+清爽_中活跃中频高消费
U00068231,中价值_抗衰+清爽_中活跃中频高消费
U00068423,中价值_抗衰+清爽_中活跃中频高消费
U00068733,中价值_抗衰+清爽_中活跃中频高消费
U00068765,中价值_抗衰+清爽_中活跃中频高消费
U00068943,中价值_抗衰+清爽_中活跃中频高消费
U00069205,中价值_抗衰+清爽_中活跃中频高消费
U00069277,中价值_抗衰+清爽_中活跃中频高消费
U00069291,中价值_抗衰+清爽_中活跃中频高消费
U00069405,中价值_抗衰+清爽_中活跃中频高消费
U00069482,中价值_抗衰+清爽_中活跃中频高消费
U00069502,中价值_抗衰+清爽_中活跃中频高消费
U00069702,中价值_抗衰+清爽_中活跃中频高消费
U00069726,中价值_抗衰+清爽_中活跃中频高消费
U00069793,中价值_抗衰+清爽_中活跃中频高消费
U00069934,中价值_抗衰+清爽_中活跃中频高消费
U00070045,中价值_抗衰+清爽_中活跃中频高消费
U00070113,中价值_抗衰+清爽_中活跃中频高消费
U00070462,中价值_抗衰+清爽_中活跃中频高消费
U00070474,中价值_抗衰+清爽_中活跃中频高消费
U00070512,中价值_抗衰+清爽_中活跃中频高消费
U00070798,中价值_抗衰+清爽_中活跃中频高消费
U00070883,中价值_抗衰+清爽_中活跃中频高消费
U00070993,中价值_抗衰+清爽_中活跃中频高消费
U00071042,中价值_抗衰+清爽_中活跃中频高消费
U00071165,中价值_抗衰+清爽_中活跃中频高消费
U00071176,中价值_抗衰+清爽_中活跃中频高消费
U00071200,中价值_抗衰+清爽_中活跃中频高消费
U00071298,中价值_抗衰+清爽_中活跃中频高消费
U00071542,中价值_抗衰+清爽_中活跃中频高消费
U00071588,中价值_抗衰+清爽_中活跃中频高消费
U00071849,中价值_抗衰+清爽_中活跃中频高消费
U00071986,中价值_抗衰+清爽_中活跃中频高消费
U00072065,中价值_抗衰+清爽_中活跃中频高消费
U00072146,中价值_抗衰+清爽_中活跃中频高消费
U00072186,中价值_抗衰+清爽_中活跃中频高消费
U00072267,中价值_抗衰+清爽_中活跃中频高消费
U00072309,中价值_抗衰+清爽_中活跃中频高消费
U00072452,中价值_抗衰+清爽_中活跃中频高消费
U00072524,中价值_抗衰+清爽_中活跃中频高消费
U00072563,中价值_抗衰+清爽_中活跃中频高消费
U00072592,中价值_抗衰+清爽_中活跃中频高消费
U00072646,中价值_抗衰+清爽_中活跃中频高消费
U00072782,中价值_抗衰+清爽_中活跃中频高消费
U00072818,中价值_抗衰+清爽_中活跃中频高消费
U00072831,中价值_抗衰+清爽_中活跃中频高消费
U00073067,中价值_抗衰+清爽_中活跃中频高消费
U00073081,中价值_抗衰+清爽_中活跃中频高消费
U00073147,中价值_抗衰+清爽_中活跃中频高消费
U00073196,中价值_抗衰+清爽_中活跃中频高消费
U00073250,中价值_抗衰+清爽_中活跃中频高消费
U00073265,中价值_抗衰+清爽_中活跃中频高消费
U00073659,中价值_抗衰+清爽_中活跃中频高消费
U00073883,中价值_抗衰+清爽_中活跃中频高消费
U00073941,中价值_抗衰+清爽_中活跃中频高消费
U00073951,中价值_抗衰+清爽_中活跃中频高消费
U00074083,中价值_抗衰+清爽_中活跃中频高消费
U00074174,中价值_抗衰+清爽_中活跃中频高消费
U00074185,中价值_抗衰+清爽_中活跃中频高消费
U00074307,中价值_抗衰+清爽_中活跃中频高消费
U00074357,中价值_抗衰+清爽_中活跃中频高消费
U00074414,中价值_抗衰+清爽_中活跃中频高消费
U00074650,中价值_抗衰+清爽_中活跃中频高消费
U00074652,中价值_抗衰+清爽_中活跃中频高消费
U00074687,中价值_抗衰+清爽_中活跃中频高消费
U00075135,中价值_抗衰+清爽_中活跃中频高消费
U00075156,中价值_抗衰+清爽_中活跃中频高消费
U00075382,中价值_抗衰+清爽_中活跃中频高消费
U00075548,中价值_抗衰+清爽_中活跃中频高消费
U00075773,中价值_抗衰+清爽_中活跃中频高消费
U00075795,中价值_抗衰+清爽_中活跃中频高消费
U00075812,中价值_抗衰+清爽_中活跃中频高消费
U00075872,中价值_抗衰+清爽_中活跃中频高消费
U00075971,中价值_抗衰+清爽_中活跃中频高消费
U00076045,中价值_抗衰+清爽_中活跃中频高消费
U00076367,中价值_抗衰+清爽_中活跃中频高消费
U00076498,中价值_抗衰+清爽_中活跃中频高消费
U00076554,中价值_抗衰+清爽_中活跃中频高消费
U00076609,中价值_抗衰+清爽_中活跃中频高消费
U00076689,中价值_抗衰+清爽_中活跃中频高消费
U00076827,中价值_抗衰+清爽_中活跃中频高消费
U00076983,中价值_抗衰+清爽_中活跃中频高消费
U00077141,中价值_抗衰+清爽_中活跃中频高消费
U00077213,中价值_抗衰+清爽_中活跃中频高消费
U00077775,中价值_抗衰+清爽_中活跃中频高消费
U00078133,中价值_抗衰+清爽_中活跃中频高消费
U00078165,中价值_抗衰+清爽_中活跃中频高消费
U00078509,中价值_抗衰+清爽_中活跃中频高消费
U00078549,中价值_抗衰+清爽_中活跃中频高消费
U00079015,中价值_抗衰+清爽_中活跃中频高消费
U00079032,中价值_抗衰+清爽_中活跃中频高消费
U00079049,中价值_抗衰+清爽_中活跃中频高消费
U00079126,中价值_抗衰+清爽_中活跃中频高消费
U00079259,中价值_抗衰+清爽_中活跃中频高消费
U00079269,中价值_抗衰+清爽_中活跃中频高消费
U00079324,中价值_抗衰+清爽_中活跃中频高消费
U00079334,中价值_抗衰+清爽_中活跃中频高消费
U00079379,中价值_抗衰+清爽_中活跃中频高消费
U00079396,中价值_抗衰+清爽_中活跃中频高消费
U00079467,中价值_抗衰+清爽_中活跃中频高消费
U00079571,中价值_抗衰+清爽_中活跃中频高消费
U00079818,中价值_抗衰+清爽_中活跃中频高消费
U00079828,中价值_抗衰+清爽_中活跃中频高消费
U00079867,中价值_抗衰+清爽_中活跃中频高消费
U00080076,中价值_抗衰+清爽_中活跃中频高消费
U00080471,中价值_抗衰+清爽_中活跃中频高消费
U00080475,中价值_抗衰+清爽_中活跃中频高消费
U00080524,中价值_抗衰+清爽_中活跃中频高消费
U00080674,中价值_抗衰+清爽_中活跃中频高消费
U00080697,中价值_抗衰+清爽_中活跃中频高消费
U00080854,中价值_抗衰+清爽_中活跃中频高消费
U00080881,中价值_抗衰+清爽_中活跃中频高消费
U00080976,中价值_抗衰+清爽_中活跃中频高消费
U00080990,中价值_抗衰+清爽_中活跃中频高消费
U00081008,中价值_抗衰+清爽_中活跃中频高消费
U00081294,中价值_抗衰+清爽_中活跃中频高消费
U00081416,中价值_抗衰+清爽_中活跃中频高消费
U00081443,中价值_抗衰+清爽_中活跃中频高消费
U00081562,中价值_抗衰+清爽_中活跃中频高消费
U00081643,中价值_抗衰+清爽_中活跃中频高消费
U00081842,中价值_抗衰+清爽_中活跃中频高消费
U00081887,中价值_抗衰+清爽_中活跃中频高消费
U00082055,中价值_抗衰+清爽_中活跃中频高消费
U00082989,中价值_抗衰+清爽_中活跃中频高消费
U00083166,中价值_抗衰+清爽_中活跃中频高消费
U00083447,中价值_抗衰+清爽_中活跃中频高消费
U00083561,中价值_抗衰+清爽_中活跃中频高消费
U00083596,中价值_抗衰+清爽_中活跃中频高消费
U00083751,中价值_抗衰+清爽_中活跃中频高消费
U00084045,中价值_抗衰+清爽_中活跃中频高消费
U00084056,中价值_抗衰+清爽_中活跃中频高消费
U00084061,中价值_抗衰+清爽_中活跃中频高消费
U00084320,中价值_抗衰+清爽_中活跃中频高消费
U00084381,中价值_抗衰+清爽_中活跃中频高消费
U00084751,中价值_抗衰+清爽_中活跃中频高消费
U00084787,中价值_抗衰+清爽_中活跃中频高消费
U00084799,中价值_抗衰+清爽_中活跃中频高消费
U00084956,中价值_抗衰+清爽_中活跃中频高消费
U00085082,中价值_抗衰+清爽_中活跃中频高消费
U00085258,中价值_抗衰+清爽_中活跃中频高消费
U00085324,中价值_抗衰+清爽_中活跃中频高消费
U00085347,中价值_抗衰+清爽_中活跃中频高消费
U00085615,中价值_抗衰+清爽_中活跃中频高消费
U00085711,中价值_抗衰+清爽_中活跃中频高消费
U00085861,中价值_抗衰+清爽_中活跃中频高消费
U00086073,中价值_抗衰+清爽_中活跃中频高消费
U00086076,中价值_抗衰+清爽_中活跃中频高消费
U00086314,中价值_抗衰+清爽_中活跃中频高消费
U00086477,中价值_抗衰+清爽_中活跃中频高消费
U00086485,中价值_抗衰+清爽_中活跃中频高消费
U00086490,中价值_抗衰+清爽_中活跃中频高消费
U00086506,中价值_抗衰+清爽_中活跃中频高消费
U00086521,中价值_抗衰+清爽_中活跃中频高消费
U00086590,中价值_抗衰+清爽_中活跃中频高消费
U00086627,中价值_抗衰+清爽_中活跃中频高消费
U00086701,中价值_抗衰+清爽_中活跃中频高消费
U00086762,中价值_抗衰+清爽_中活跃中频高消费
U00086780,中价值_抗衰+清爽_中活跃中频高消费
U00086846,中价值_抗衰+清爽_中活跃中频高消费
U00086849,中价值_抗衰+清爽_中活跃中频高消费
U00086857,中价值_抗衰+清爽_中活跃中频高消费
U00086917,中价值_抗衰+清爽_中活跃中频高消费
U00086942,中价值_抗衰+清爽_中活跃中频高消费
U00087230,中价值_抗衰+清爽_中活跃中频高消费
U00087261,中价值_抗衰+清爽_中活跃中频高消费
U00087401,中价值_抗衰+清爽_中活跃中频高消费
U00087890,中价值_抗衰+清爽_中活跃中频高消费
U00087945,中价值_抗衰+清爽_中活跃中频高消费
U00088042,中价值_抗衰+清爽_中活跃中频高消费
U00088082,中价值_抗衰+清爽_中活跃中频高消费
U00088352,中价值_抗衰+清爽_中活跃中频高消费
U00088353,中价值_抗衰+清爽_中活跃中频高消费
U00088477,中价值_抗衰+清爽_中活跃中频高消费
U00088585,中价值_抗衰+清爽_中活跃中频高消费
U00088818,中价值_抗衰+清爽_中活跃中频高消费
U00088861,中价值_抗衰+清爽_中活跃中频高消费
U00089022,中价值_抗衰+清爽_中活跃中频高消费
U00089027,中价值_抗衰+清爽_中活跃中频高消费
U00089066,中价值_抗衰+清爽_中活跃中频高消费
U00089200,中价值_抗衰+清爽_中活跃中频高消费
U00089227,中价值_抗衰+清爽_中活跃中频高消费
U00089411,中价值_抗衰+清爽_中活跃中频高消费
U00089551,中价值_抗衰+清爽_中活跃中频高消费
U00089680,中价值_抗衰+清爽_中活跃中频高消费
U00089711,中价值_抗衰+清爽_中活跃中频高消费
U00089858,中价值_抗衰+清爽_中活跃中频高消费
U00089862,中价值_抗衰+清爽_中活跃中频高消费
U00090133,中价值_抗衰+清爽_中活跃中频高消费
U00090145,中价值_抗衰+清爽_中活跃中频高消费
U00090234,中价值_抗衰+清爽_中活跃中频高消费
U00090239,中价值_抗衰+清爽_中活跃中频高消费
U00090355,中价值_抗衰+清爽_中活跃中频高消费
U00090624,中价值_抗衰+清爽_中活跃中频高消费
U00090935,中价值_抗衰+清爽_中活跃中频高消费
U00091008,中价值_抗衰+清爽_中活跃中频高消费
U00091099,中价值_抗衰+清爽_中活跃中频高消费
U00091128,中价值_抗衰+清爽_中活跃中频高消费
U00091738,中价值_抗衰+清爽_中活跃中频高消费
U00091764,中价值_抗衰+清爽_中活跃中频高消费
U00092063,中价值_抗衰+清爽_中活跃中频高消费
U00092321,中价值_抗衰+清爽_中活跃中频高消费
U00092707,中价值_抗衰+清爽_中活跃中频高消费
U00093399,中价值_抗衰+清爽_中活跃中频高消费
U00093628,中价值_抗衰+清爽_中活跃中频高消费
U00093646,中价值_抗衰+清爽_中活跃中频高消费
U00094043,中价值_抗衰+清爽_中活跃中频高消费
U00094064,中价值_抗衰+清爽_中活跃中频高消费
U00094100,中价值_抗衰+清爽_中活跃中频高消费
U00094103,中价值_抗衰+清爽_中活跃中频高消费
U00094163,中价值_抗衰+清爽_中活跃中频高消费
U00094329,中价值_抗衰+清爽_中活跃中频高消费
U00094421,中价值_抗衰+清爽_中活跃中频高消费
U00094434,中价值_抗衰+清爽_中活跃中频高消费
U00094443,中价值_抗衰+清爽_中活跃中频高消费
U00094509,中价值_抗衰+清爽_中活跃中频高消费
U00094527,中价值_抗衰+清爽_中活跃中频高消费
U00094528,中价值_抗衰+清爽_中活跃中频高消费
U00094633,中价值_抗衰+清爽_中活跃中频高消费
U00094711,中价值_抗衰+清爽_中活跃中频高消费
U00094982,中价值_抗衰+清爽_中活跃中频高消费
U00095113,中价值_抗衰+清爽_中活跃中频高消费
U00095162,中价值_抗衰+清爽_中活跃中频高消费
U00095289,中价值_抗衰+清爽_中活跃中频高消费
U00095302,中价值_抗衰+清爽_中活跃中频高消费
U00095626,中价值_抗衰+清爽_中活跃中频高消费
U00095696,中价值_抗衰+清爽_中活跃中频高消费
U00095700,中价值_抗衰+清爽_中活跃中频高消费
U00095778,中价值_抗衰+清爽_中活跃中频高消费
U00095915,中价值_抗衰+清爽_中活跃中频高消费
U00096272,中价值_抗衰+清爽_中活跃中频高消费
U00096434,中价值_抗衰+清爽_中活跃中频高消费
U00096535,中价值_抗衰+清爽_中活跃中频高消费
U00096586,中价值_抗衰+清爽_中活跃中频高消费
U00096642,中价值_抗衰+清爽_中活跃中频高消费
U00096750,中价值_抗衰+清爽_中活跃中频高消费
U00096811,中价值_抗衰+清爽_中活跃中频高消费
U00096951,中价值_抗衰+清爽_中活跃中频高消费
U00097116,中价值_抗衰+清爽_中活跃中频高消费
U00097235,中价值_抗衰+清爽_中活跃中频高消费
U00097339,中价值_抗衰+清爽_中活跃中频高消费
U00097582,中价值_抗衰+清爽_中活跃中频高消费
U00097682,中价值_抗衰+清爽_中活跃中频高消费
U00097727,中价值_抗衰+清爽_中活跃中频高消费
U00098251,中价值_抗衰+清爽_中活跃中频高消费
U00098670,中价值_抗衰+清爽_中活跃中频高消费
U00098700,中价值_抗衰+清爽_中活跃中频高消费
U00098722,中价值_抗衰+清爽_中活跃中频高消费
U00098771,中价值_抗衰+清爽_中活跃中频高消费
U00098853,中价值_抗衰+清爽_中活跃中频高消费
U00099229,中价值_抗衰+清爽_中活跃中频高消费
U00099391,中价值_抗衰+清爽_中活跃中频高消费
U00099648,中价值_抗衰+清爽_中活跃中频高消费
U00099770,中价值_抗衰+清爽_中活跃中频高消费
U00099803,中价值_抗衰+清爽_中活跃中频高消费
U00099852,中价值_抗衰+清爽_中活跃中频高消费
U00099884,中价值_抗衰+清爽_中活跃中频高消费
U00099992,中价值_抗衰+清爽_中活跃中频高消费
